"","code","Wbcode","country","year","area1","area2","area3","computer1","computer2","computer3","computer4","computer5","computer6","delta01","delta02","delta03","delta04","delta05","delta06","delta07","delta08","delta09","delta10","delta11","delta12","delta13","delta14","delta15","delta16","delta17","delta18","delta19","delta20","delta21","delta22","delta23","delta24","delta25","delta26","delta27","delta28","delta29","delta30","delta31","delta32","delta33","delta34","delta35","domestic1","domestic2","domestic3","domestic4","domestic5","domestic6","domestic7","domestic8","domestic9","economics1","economics2","economics3","economics4","economics5","economics6","economics7","electoral1","electoral2","electoral3","electoral4","electoral5","energy1","energy2","energy3","energy4","indprod1","indprod2","indprod3","indprod4","indprod5","indprod6","industry1","industry2","industry3","industry4","industry5","instat1","instat2","instat3","instat4","instat5","instat6","instat7","instat8","legis01","legis02","legis03","legis04","legis05","legis06","legis07","legis08","legis09","legis10","mail1","mail2","mail3","mail4","media1","media2","media3","media4","media5","media6","media7","military1","military2","military3","military4","phone1","phone2","phone3","phone4","phone5","phone6","physician1","physician2","polit01","polit02","polit03","polit04","polit05","polit06","polit07","polit08","polit09","polit10","polit11","polit12","polit13","polit14","polit15","pop1","pop2","pop3","pop4","railroad1","railroad2","railroad3","railroad4","railroad5","railroad6","railroad7","revexp1","revexp2","revexp3","revexp4","revexp5","revexp6","revexp7","school01","school02","school03","school04","school05","school06","school07","school08","school09","school10","school11","school12","telegraph1","telegraph2","telegraph3","telegraph4","trade1","trade2","trade3","trade4","trade5","urban01","urban02","urban03","urban04","urban05","urban06","urban07","urban08","urban09","urban10","vehicle1","vehicle2","vehicle3","vehicle4","vehicle5","vehicle6","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","landlines","mobiles","industry","oecd"
"15413",1220,"USA","United States",1850,7752000,2993000,2993,NA,NA,NA,NA,NA,NA,278,267,204,163,3650,-1508,1715,124,NA,NA,2500,0,506,NA,NA,NA,NA,182,NA,NA,0,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,640,176,184,NA,NA,29,NA,NA,NA,NA,NA,112,230,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,21,9,NA,NA,0,NA,NA,NA,57,1754,5367,1,0,0,2,2,2,1,0,8,1,1,3,2,1,23261,77,23261,"77",9021,30,NA,NA,NA,NA,NA,83146,357,43603,187,39543,169,NA,3642,1565,NA,NA,NA,NA,NA,17,7,3659,1573,NA,249,83,0,0,17800,765,15200,653,17636,1175,50,1459,62,2070,88,2711,116,2631,113,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,"OECD"
"15414",1220,"USA","United States",1851,7752000,2993000,2993,NA,NA,NA,NA,NA,NA,355,390,800,806,1658,1716,1712,3859,NA,NA,2000,0,481,NA,NA,NA,NA,204,NA,NA,0,NA,NA,NA,NA,-78,113,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,635,178,187,NA,NA,30,NA,NA,NA,NA,NA,140,233,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,21,8,NA,NA,0,NA,NA,NA,57,1754,4959,1,0,0,2,2,2,1,0,8,0,0,3,2,0,24086,80,24086,"80",10982,36,NA,NA,NA,NA,NA,100268,416,52559,218,47709,198,NA,3847,1597,NA,NA,NA,NA,NA,18,7,3865,1604,NA,262,87,0,0,21600,896,21800,905,20836,1321,54,1622,67,2239,92,2933,121,2832,117,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,"OECD"
"15415",1220,"USA","United States",1852,7752000,2993000,2993,NA,NA,NA,NA,NA,NA,343,375,740,597,-826,-1061,-458,-685,NA,NA,1944,0,459,NA,NA,NA,NA,182,NA,NA,1429,NA,NA,NA,NA,-78,112,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,3162,126,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,630,180,190,NA,NA,32,NA,NA,NA,NA,NA,140,233,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,22,8,NA,NA,0,NA,NA,NA,57,1754,4959,1,0,0,2,2,2,1,0,8,0,0,3,2,1,24911,83,24911,"83",12908,43,NA,NA,NA,NA,NA,94042,377,49847,200,44195,177,NA,4052,1626,NA,NA,NA,NA,NA,20,8,4072,1634,NA,274,91,0,0,21300,855,21000,843,19262,1467,58,1785,71,2408,96,3154,126,3033,121,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"OECD"
"15416",1220,"USA","United States",1853,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,331,241,689,563,1950,565,2175,641,NA,NA,1627,0,329,NA,NA,NA,NA,172,NA,NA,0,NA,NA,NA,NA,-63,111,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,626,182,192,NA,NA,33,NA,NA,NA,NA,NA,159,234,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,23,8,NA,NA,0,NA,NA,NA,57,1754,4459,1,0,0,2,2,2,1,0,9,1,1,3,2,0,25736,85,25736,"85",15360,50,NA,NA,NA,NA,NA,109771,426,61587,239,48184,187,NA,4257,1654,NA,NA,NA,NA,NA,22,8,4279,1662,NA,287,94,0,0,26800,1041,23100,897,18314,1614,62,1948,75,2577,100,3350,130,3235,125,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,"OECD"
"15417",1220,"USA","United States",1854,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,321,235,645,533,1590,1658,1028,1661,NA,NA,1000,0,425,NA,NA,NA,NA,151,NA,NA,1250,NA,NA,NA,NA,-79,164,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,621,185,194,3,40,35,80,1,3,413,1,159,234,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,23,8,NA,NA,0,NA,NA,NA,57,1754,4459,1,0,0,2,2,2,1,0,9,0,0,3,2,1,26561,87,26561,"87",16720,55,NA,NA,NA,NA,NA,131845,496,73800,277,58045,218,NA,4462,1679,NA,NA,NA,NA,NA,24,9,4486,1688,NA,299,98,0,0,30500,1148,27800,1046,20497,1760,66,2111,79,2746,103,3569,134,3436,129,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,"OECD"
"15418",1220,"USA","United States",1855,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,311,345,454,506,-1408,0,-1699,-402,NA,NA,909,0,510,NA,NA,NA,NA,149,NA,NA,0,NA,NA,NA,NA,-64,108,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,617,187,196,NA,NA,34,NA,NA,NA,NA,NA,108,234,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,24,8,NA,NA,0,NA,NA,NA,57,1754,6274,1,0,0,2,2,2,1,0,9,0,0,3,2,0,27386,90,27386,"90",18374,60,NA,NA,NA,NA,NA,125094,456,65351,238,59743,218,NA,4667,1704,NA,NA,NA,NA,NA,25,9,4692,1713,NA,312,103,0,0,26100,953,27500,1004,18564,1906,69,2274,83,2915,106,3789,138,3637,132,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,"OECD"
"15419",1220,"USA","United States",1856,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,302,333,434,361,1008,1284,1710,1544,NA,NA,2166,0,388,NA,NA,NA,NA,129,NA,NA,0,NA,NA,NA,NA,-81,106,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,4045,143,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,612,189,199,NA,NA,34,NA,NA,NA,NA,NA,108,234,NA,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,25,8,NA,NA,0,NA,NA,NA,57,1754,6274,1,0,0,2,2,2,1,0,9,0,0,3,2,1,28212,93,28212,"93",22076,73,NA,NA,NA,NA,NA,143628,509,74057,262,69571,246,NA,4872,1726,NA,NA,NA,NA,NA,27,9,4899,1736,NA,324,107,93,3,31500,1116,32700,1159,18491,2053,72,2438,86,3084,109,4009,142,3839,136,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,"OECD"
"15420",1220,"USA","United States",1857,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,292,323,416,348,-954,-528,1138,785,NA,NA,1095,0,373,60000,NA,NA,NA,127,NA,NA,0,NA,NA,NA,NA,-81,158,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,607,192,201,NA,NA,34,NA,NA,NA,NA,NA,118,236,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,25,8,NA,NA,0,NA,NA,NA,57,1754,5859,1,0,0,2,2,2,1,0,9,1,1,3,2,0,29037,96,29037,"96",24503,81,NA,NA,NA,NA,NA,136761,470,68965,237,67796,233,NA,5077,1748,NA,NA,NA,NA,NA,29,9,5106,1758,NA,337,111,619,21,36100,1243,36300,1250,19768,2199,75,2601,89,3253,112,4228,145,4040,139,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,"OECD"
"15421",1220,"USA","United States",1858,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,284,208,400,337,-3418,644,-2381,-1296,NA,NA,987,0,360,8095,NA,NA,NA,114,NA,NA,1111,NA,NA,NA,NA,-65,104,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,603,194,203,NA,NA,34,NA,NA,NA,NA,NA,118,236,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,26,8,NA,NA,0,NA,NA,NA,57,1754,5859,1,0,0,2,2,2,1,0,9,0,0,3,2,1,29862,98,29862,"98",26968,89,NA,NA,NA,NA,NA,120840,404,46655,156,74185,248,NA,5282,1768,NA,NA,NA,NA,NA,31,10,5313,1779,NA,350,115,1145,38,28300,947,32500,1088,18448,2346,78,2764,92,3422,114,4414,147,4242,142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,"OECD"
"15422",1220,"USA","United States",1859,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,276,306,384,326,1154,-927,1658,689,NA,NA,674,0,347,4210,NA,NA,NA,113,NA,NA,0,NA,NA,NA,NA,-82,103,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,598,196,206,3,42,34,69,1,4,451,1,114,237,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,27,8,NA,NA,0,NA,NA,NA,57,1754,6008,1,0,0,2,2,2,1,0,9,0,0,3,2,0,30687,101,30687,"101",28789,95,NA,NA,NA,NA,NA,122557,399,53486,174,69071,225,NA,5487,1788,NA,NA,NA,NA,NA,32,10,5519,1798,NA,362,119,1671,54,33900,1104,35700,1163,18889,2492,81,2927,95,3591,117,4632,150,4443,144,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,"OECD"
"15423",1220,"USA","United States",1860,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,269,297,246,315,172,-1111,399,911,NA,NA,631,0,420,2777,NA,NA,NA,101,NA,NA,0,NA,NA,NA,NA,-66,153,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,4690,148,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,594,199,207,NA,NA,34,NA,NA,NA,NA,NA,114,237,NA,NA,NA,NA,208,NA,NA,NA,220000,6981,265584,8427,0,NA,0,NA,NA,NA,NA,2273,72,28,8,NA,NA,0,NA,NA,NA,57,1754,6008,1,0,0,2,2,2,1,0,9,0,0,3,2,1,31513,104,31513,"104",30626,101,NA,NA,NA,NA,NA,119196,378,56065,177,63131,200,360,5693,1806,NA,NA,NA,NA,NA,34,10,5727,1817,770,375,124,2197,69,36200,1148,40000,1269,18007,2639,83,3091,98,3761,119,4851,153,4645,147,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,"OECD"
"15424",1220,"USA","United States",1861,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,266,288,361,306,-2768,250,-958,-3940,1180,NA,198,0,322,2173,NA,1180,NA,17,NA,NA,1000,NA,NA,NA,NA,-168,201,NA,NA,39,-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,584,203,213,NA,NA,34,NA,NA,NA,NA,NA,105,178,NA,NA,NA,NA,170,NA,NA,NA,252500,7805,304818,9422,0,NA,0,NA,NA,NA,NA,2788,86,235,72,NA,NA,0,NA,NA,NA,58,1724,5653,1,0,0,2,2,2,1,0,9,1,1,3,2,0,32351,107,32351,"107",31286,103,NA,NA,NA,NA,NA,108057,334,41510,128,66547,205,419,5855,1809,NA,NA,NA,NA,NA,36,11,5891,1820,773,387,128,2723,84,33600,1038,24900,769,14260,2788,86,3271,101,3967,122,5117,158,4934,152,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,"OECD"
"15425",1220,"USA","United States",1862,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,259,187,232,297,2188,59756,-4027,-1079,1001,NA,291,0,312,1547,NA,1001,NA,22,NA,NA,0,NA,NA,NA,NA,-154,246,NA,NA,39,-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,575,208,217,NA,NA,34,NA,NA,NA,NA,NA,105,178,NA,NA,NA,NA,170,NA,NA,NA,285000,8587,344052,10366,0,NA,0,NA,NA,NA,NA,36367,1095,442,133,NA,NA,0,NA,NA,NA,59,1694,5653,1,0,0,2,2,2,1,0,9,0,0,3,2,1,33188,109,33188,"109",32120,106,NA,NA,NA,NA,NA,526749,1587,51987,156,474762,1430,766,6018,1813,NA,NA,NA,NA,NA,38,11,6056,1824,776,400,132,3249,97,20600,620,22800,686,10561,2937,88,3452,104,4174,125,5342,160,5223,157,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,"OECD"
"15426",1220,"USA","United States",1863,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,253,275,227,192,11218,4685,1984,1472,866,NA,283,0,303,1340,NA,866,NA,17,NA,NA,0,NA,NA,NA,NA,-156,240,NA,NA,39,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,566,213,221,NA,NA,34,NA,NA,NA,NA,NA,102,186,NA,NA,NA,NA,182,NA,NA,NA,317500,9331,383286,11264,0,NA,0,NA,NA,NA,NA,52891,1554,649,190,NA,NA,0,NA,NA,NA,60,1666,5343,1,0,0,2,2,2,1,0,9,0,0,3,2,0,34026,112,34026,"112",33170,109,NA,NA,NA,NA,NA,827438,2431,112697,331,714741,2100,740,6180,1816,NA,NA,NA,NA,NA,39,11,6219,1827,779,412,136,3775,110,25300,743,26800,787,11160,3086,90,3633,106,4381,128,5607,164,5512,161,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,"OECD"
"15427",1220,"USA","United States",1864,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,246,268,222,283,12931,1819,2732,-381,758,NA,275,0,294,1181,NA,759,NA,17,NA,NA,0,NA,NA,NA,NA,-159,234,NA,NA,39,-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,4011,115,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,557,218,225,5,39,34,63,1,4,469,1,102,186,NA,NA,NA,NA,182,NA,NA,NA,350000,10039,422520,12119,0,NA,0,NA,NA,NA,NA,51746,1484,856,245,NA,NA,0,NA,NA,NA,61,1639,5343,1,0,0,2,2,2,1,0,9,0,0,3,2,1,34863,115,34863,"115",33908,112,NA,NA,NA,NA,NA,1129950,3241,264627,759,865323,2482,598,6343,1819,NA,NA,NA,NA,NA,41,11,6384,1831,782,425,140,4301,123,33000,946,26400,757,11359,3235,92,3813,109,4587,131,5871,168,5802,166,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,"OECD"
"15428",1220,"USA","United States",1865,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,240,261,217,183,2306,4641,-2632,-1347,642,NA,357,0,285,975,NA,642,NA,16,NA,NA,909,NA,NA,NA,NA,-161,229,NA,NA,38,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,548,223,229,NA,NA,36,NA,NA,NA,NA,NA,149,191,NA,NA,NA,NA,128,NA,NA,NA,381447,10684,460484,12898,0,NA,0,NA,NA,NA,NA,78891,2209,1063,297,NA,NA,0,NA,NA,NA,62,1612,3431,1,0,0,2,2,2,1,0,8,0,1,3,2,0,35701,118,35701,"118",35085,116,NA,NA,NA,NA,NA,1631270,4569,333715,934,1297555,3634,608,6505,1822,NA,NA,NA,NA,NA,43,12,6548,1834,785,437,144,4827,135,24900,697,23400,655,6757,3384,94,3994,111,4794,134,6136,171,6091,170,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,"OECD"
"15429",1220,"USA","United States",1866,7830000,3022000,3022,NA,NA,NA,NA,NA,NA,234,169,212,270,6349,-6079,7504,8168,576,NA,431,0,277,814,NA,576,NA,11,NA,NA,0,NA,NA,NA,NA,-182,179,NA,NA,38,-155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,538,227,235,NA,NA,38,NA,NA,NA,NA,NA,149,191,NA,NA,NA,NA,128,NA,NA,NA,412895,11300,498449,13641,0,NA,0,NA,NA,NA,NA,16197,443,77,21,NA,NA,0,NA,NA,NA,63,1587,3431,1,0,0,2,2,2,1,0,8,0,0,3,2,1,36538,120,36538,"120",36801,121,NA,NA,NA,NA,NA,1078842,2952,558033,1527,520809,1425,311,6668,1824,NA,NA,NA,NA,NA,45,12,6713,1837,788,450,148,5353,146,44600,1220,43500,1190,11053,3533,96,4175,114,5001,136,6351,173,6380,174,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,"OECD"
"15430",1220,"USA","United States",1867,9347000,3609000,3609,NA,NA,NA,NA,NA,NA,229,-1417,208,175,-1408,-3291,-836,-2471,520,NA,-1074,0,-1351,753,NA,520,NA,16,NA,NA,0,NA,NA,NA,NA,-167,220,NA,NA,38,-158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,529,232,232,NA,NA,40,NA,NA,NA,NA,NA,143,192,NA,NA,NA,NA,134,NA,NA,NA,444342,11888,536413,14351,0,NA,0,NA,NA,NA,NA,12228,327,75,20,NA,NA,0,NA,NA,NA,64,1562,3802,1,0,0,2,2,2,1,0,8,0,0,3,2,0,37376,103,37376,"103",39050,108,NA,NA,NA,NA,NA,848177,2269,490634,1312,357543,956,342,6830,1827,NA,NA,NA,NA,NA,46,12,6876,1839,791,463,128,5879,157,41800,1118,33500,896,8652,3682,98,4355,116,5207,139,6612,176,6670,178,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,"OECD"
"15431",1220,"USA","United States",1868,9347000,3609000,3609,NA,NA,NA,NA,NA,NA,224,194,204,172,-1913,324,-1297,971,472,NA,833,0,546,636,NA,473,NA,16,NA,NA,0,NA,NA,NA,NA,-170,215,NA,NA,38,-154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,5720,149,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,520,237,243,NA,NA,42,NA,NA,NA,NA,NA,143,192,NA,NA,NA,NA,134,NA,NA,NA,475790,12450,574378,15030,0,NA,0,NA,NA,NA,NA,10867,284,66,17,NA,NA,0,NA,NA,NA,65,1538,3802,1,0,0,2,2,2,1,0,8,0,0,3,2,1,38213,105,38213,"105",42229,117,NA,NA,NA,NA,NA,782978,2048,405638,1061,377340,987,288,6993,1830,70,18,7063,1848,99,48,12,7111,1860,794,489,135,6405,167,37200,973,37600,983,8255,3831,100,4536,118,5414,141,6875,179,6959,182,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,"OECD"
"15432",1220,"USA","United States",1869,9347000,3609000,3609,NA,NA,NA,NA,NA,NA,219,286,100,169,-1056,-1631,1501,-1068,432,NA,1025,0,518,2155,NA,432,NA,11,0,11,0,NA,NA,NA,NA,-173,210,NA,NA,38,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,511,242,247,3,34,44,77,1,2,577,1,149,212,NA,NA,NA,NA,142,NA,NA,NA,507237,12989,612342,15680,0,NA,0,NA,NA,NA,NA,8298,212,52,13,NA,NA,0,NA,NA,NA,66,1515,4177,1,0,0,2,2,2,1,0,9,1,1,3,2,0,39051,108,39051,"108",46844,129,NA,NA,NA,NA,NA,693809,1776,370944,949,322865,826,257,7155,1832,73,18,7228,1850,98,50,12,7278,1863,797,515,142,7935,203,43700,1119,34300,878,8383,3980,101,4717,120,5621,143,7138,182,7248,185,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,"OECD"
"15433",1220,"USA","United States",1870,9347000,3609000,3609,NA,NA,NA,NA,NA,NA,219,185,198,166,854,-617,340,2870,391,NA,1317,0,492,1280,NA,392,NA,5,556,11,833,NA,NA,NA,NA,-176,206,NA,NA,38,-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,17,NA,NA,NA,NA,502,247,251,NA,NA,44,NA,NA,NA,NA,NA,149,212,NA,NA,NA,NA,142,NA,NA,NA,538645,13498,650307,16296,0,NA,0,NA,NA,NA,NA,6410,160,50,12,NA,NA,0,NA,NA,NA,67,1492,4177,1,0,0,2,2,2,1,0,9,1,0,3,2,1,39905,110,39905,"110",52922,146,NA,NA,NA,NA,NA,720909,1806,411255,1030,309654,775,207,7318,1833,76,19,7394,1852,98,52,13,7446,1865,800,541,149,9158,229,46200,1157,45100,1130,9585,4130,103,4898,122,5828,146,7343,184,7538,188,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,"OECD"
"15434",1220,"USA","United States",1871,9347000,3609000,3609,NA,NA,NA,NA,NA,NA,259,273,194,245,-913,-800,1417,1690,317,NA,1438,0,1946,1353,NA,316,NA,-33,0,-32,769,NA,NA,NA,NA,-19,0,NA,NA,38,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,36,NA,NA,NA,NA,501,247,252,NA,NA,44,NA,NA,NA,NA,NA,134,243,NA,NA,NA,NA,181,NA,NA,NA,570132,13926,688271,16812,0,NA,0,NA,NA,NA,NA,5960,145,42,10,NA,NA,0,NA,NA,NA,66,1515,5123,1,0,0,2,2,2,1,0,9,1,0,3,2,0,40938,113,40938,"113",60301,167,NA,NA,NA,NA,NA,675501,1650,383324,936,292177,713,204,7481,1827,80,19,7561,1846,98,58,14,7619,1861,803,646,178,10646,260,54100,1321,54100,1321,10384,4338,105,5124,125,6105,149,7692,187,7863,192,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,"OECD"
